,True,Predicted,RF,Total Duplication,Mapped Interval,Predictive Distribution
195,"(((A_1:2.547344550117901,(B_4:0.35314183489019557,B_1:0.35314183489019557):2.1942027152277053):0.016678459242331488,C_1:2.5640230093602323):0.9766999409206698,(B_3:1.9548842805508917,(B_2:1.0025933876310371,C_2:1.0025933876310371):0.9522908929198546):1.5858386697300104):0.0;","(((A_1,(B_1,B_4)),C_1),(B_3,(B_2,C_2)));",0,0,1.1121311311161012e+16,"{'(((A_1,(B_1,B_2)),C_1),(B_3,(B_4,C_2)));': 0.0, '(((A_1,(B_1,B_2)),C_1),(B_4,(B_3,C_2)));': 0.0, '(((A_1,(B_1,B_2)),C_2),(B_3,(B_4,C_1)));': 0.0, '(((A_1,(B_1,B_2)),C_2),(B_4,(B_3,C_1)));': 0.0, '(((A_1,(B_1,B_3)),C_1),(B_2,(B_4,C_2)));': 0.0, '(((A_1,(B_1,B_3)),C_1),(B_4,(B_2,C_2)));': 0.0, '(((A_1,(B_1,B_3)),C_2),(B_2,(B_4,C_1)));': 0.0, '(((A_1,(B_1,B_3)),C_2),(B_4,(B_2,C_1)));': 0.0, '(((A_1,(B_1,B_4)),C_1),(B_2,(B_3,C_2)));': 0.0, '(((A_1,(B_1,B_4)),C_1),(B_3,(B_2,C_2)));': 1.0, '(((A_1,(B_1,B_4)),C_2),(B_2,(B_3,C_1)));': 0.0, '(((A_1,(B_1,B_4)),C_2),(B_3,(B_2,C_1)));': 0.0, '(((A_1,(B_2,B_3)),C_1),(B_1,(B_4,C_2)));': 0.0, '(((A_1,(B_2,B_3)),C_1),(B_4,(B_1,C_2)));': 0.0, '(((A_1,(B_2,B_3)),C_2),(B_1,(B_4,C_1)));': 0.0, '(((A_1,(B_2,B_3)),C_2),(B_4,(B_1,C_1)));': 0.0, '(((A_1,(B_2,B_4)),C_1),(B_1,(B_3,C_2)));': 0.0, '(((A_1,(B_2,B_4)),C_1),(B_3,(B_1,C_2)));': 0.0, '(((A_1,(B_2,B_4)),C_2),(B_1,(B_3,C_1)));': 0.0, '(((A_1,(B_2,B_4)),C_2),(B_3,(B_1,C_1)));': 0.0, '(((A_1,(B_3,B_4)),C_1),(B_1,(B_2,C_2)));': 0.0, '(((A_1,(B_3,B_4)),C_1),(B_2,(B_1,C_2)));': 0.0, '(((A_1,(B_3,B_4)),C_2),(B_1,(B_2,C_1)));': 0.0, '(((A_1,(B_3,B_4)),C_2),(B_2,(B_1,C_1)));': 0.0}"
196,"(C_1:2.6886996987477447,(A_1:2.0081691263414623,B_1:2.0081691263414623):0.6805305724062825):0.0;","(C_1,(A_1,B_1));",0,0,1111114.0,"{'(C_1,(A_1,B_1));': 1.0}"
197,"((B_2:1.442806508312372,C_2:1.442806508312372):0.7118232532997221,(A_1:2.0528435881835656,(B_1:1.6396484647959984,C_1:1.6396484647959984):0.4131951233875673):0.10178617342852858):0.0;","((B_2,C_2),(A_1,(B_1,C_1)));",0,0,11811191111.0,"{'((B_1,C_1),(A_1,(B_2,C_2)));': 0.0, '((B_1,C_2),(A_1,(B_2,C_1)));': 0.0, '((B_2,C_1),(A_1,(B_1,C_2)));': 0.0, '((B_2,C_2),(A_1,(B_1,C_1)));': 1.0}"
198,"(A_1:2.271198162279569,(B_1:1.2185332864607625,C_1:1.2185332864607625):1.0526648758188064):0.0;","(A_1,(B_1,C_1));",0,0,111712.0,"{'(A_1,(B_1,C_1));': 1.0}"
199,"((C_1:2.098732808256773,A_1:2.098732808256773):0.6489244956698423,B_1:2.7476573039266157):0.0;","((C_1,A_1),B_1);",0,0,1111114.0,"{'((C_1,A_1),B_1);': 0.6666666666666666, '((C_15,A_15),B_15);': 0.3333333333333333}"
200,"((B_1:1.0687473889483587,C_1:1.0687473889483587):1.8402226777756423,(B_2:2.656206507054411,A_1:2.656206507054411):0.2527635596695901):0.0;","((B_1,C_1),(B_2,A_1));",0,0,116111414.0,"{'((B_1,C_1),(B_2,A_1));': 1.0, '((B_2,C_1),(B_1,A_1));': 0.0}"
201,"((A_1:2.05287454499677,(B_1:1.1948137229168059,C_1:1.1948137229168059):0.8580608220799641):3.531180669964907,(A_4:2.5042745801142456,(A_2:0.6047769974721351,A_3:0.6047769974721351):1.8994975826421105):3.079780634847431):0.0;","((A_1,(B_1,C_1)),(A_4,(A_2,A_3)));",0,0,11161111141313.0,"{'((A_1,(B_1,C_1)),(A_2,(A_3,A_4)));': 0.0, '((A_1,(B_1,C_1)),(A_3,(A_2,A_4)));': 0.0, '((A_1,(B_1,C_1)),(A_4,(A_2,A_3)));': 1.0, '((A_2,(B_1,C_1)),(A_1,(A_3,A_4)));': 0.0, '((A_2,(B_1,C_1)),(A_3,(A_1,A_4)));': 0.0, '((A_2,(B_1,C_1)),(A_4,(A_1,A_3)));': 0.0, '((A_3,(B_1,C_1)),(A_1,(A_2,A_4)));': 0.0, '((A_3,(B_1,C_1)),(A_2,(A_1,A_4)));': 0.0, '((A_3,(B_1,C_1)),(A_4,(A_1,A_2)));': 0.0, '((A_4,(B_1,C_1)),(A_1,(A_2,A_3)));': 0.0, '((A_4,(B_1,C_1)),(A_2,(A_1,A_3)));': 0.0, '((A_4,(B_1,C_1)),(A_3,(A_1,A_2)));': 0.0}"
202,"(A_1:2.142251173704961,(C_1:1.190024675977707,B_1:1.190024675977707):0.9522264977272541):0.0;","(A_1,(C_1,B_1));",0,0,111611.0,"{'(A_1,(C_1,B_1));': 1.0}"
203,"((B_1:1.7292812687724197,C_1:1.7292812687724197):0.5191322828521292,A_1:2.248413551624549):0.0;","((B_1,C_1),A_1);",0,0,119112.0,"{'((B_1,C_1),A_1);': 1.0}"
204,"((A_2:0.5626113525255433,A_3:0.5626113525255433):2.3163082598940377,((B_1:1.3010367971746788,C_1:1.3010367971746788):0.878271253380607,(A_4:1.9534026947218872,A_1:1.9534026947218872):0.22590535583339832):0.6996115618642951):0.0;","((A_2,A_3),((B_1,C_1),(A_1,A_4)));",0,0,11311711101010.0,"{'((A_1,A_2),((B_1,C_1),(A_3,A_4)));': 0.0, '((A_1,A_3),((B_1,C_1),(A_2,A_4)));': 0.0, '((A_1,A_4),((B_1,C_1),(A_2,A_3)));': 0.0, '((A_2,A_3),((B_1,C_1),(A_1,A_4)));': 1.0, '((A_2,A_4),((B_1,C_1),(A_1,A_3)));': 0.0, '((A_3,A_4),((B_1,C_1),(A_1,A_2)));': 0.0}"
205,"((B_1:1.1134003171222042,C_1:1.1134003171222042):1.0516975452056365,A_1:2.1650978623278405):0.0;","((B_1,C_1),A_1);",0,0,116111.0,"{'((B_1,C_1),A_1);': 1.0}"
206,"((C_1:1.455881041112717,B_1:1.455881041112717):1.0241775388616998,A_1:2.480058579974417):0.0;","((C_1,B_1),A_1);",0,0,118113.0,"{'((C_1,B_1),A_1);': 1.0}"
207,"((B_1:2.109657560178465,(C_1:1.223221850173293,(C_4:0.42060120877927404,C_3:0.42060120877927404):0.8026206413940189):0.8864357100051719):0.42490873784044186,(C_2:2.519698040967178,A_1:2.519698040967178):0.014868257051728673):0.0;","((B_1,(C_1,(C_3,C_4))),(C_2,A_1));",0,0,11113711111313.0,"{'((B_1,(C_1,(C_2,C_3))),(C_4,A_1));': 0.0, '((B_1,(C_1,(C_2,C_4))),(C_3,A_1));': 0.0, '((B_1,(C_1,(C_3,C_4))),(C_2,A_1));': 1.0, '((B_1,(C_2,(C_1,C_3))),(C_4,A_1));': 0.0, '((B_1,(C_2,(C_1,C_4))),(C_3,A_1));': 0.0, '((B_1,(C_2,(C_3,C_4))),(C_1,A_1));': 0.0, '((B_1,(C_3,(C_1,C_2))),(C_4,A_1));': 0.0, '((B_1,(C_3,(C_1,C_4))),(C_2,A_1));': 0.0, '((B_1,(C_3,(C_2,C_4))),(C_1,A_1));': 0.0, '((B_1,(C_4,(C_1,C_2))),(C_3,A_1));': 0.0, '((B_1,(C_4,(C_1,C_3))),(C_2,A_1));': 0.0, '((B_1,(C_4,(C_2,C_3))),(C_1,A_1));': 0.0}"
208,"((B_1:1.0855817981706795,C_1:1.0855817981706795):1.3794672444371805,(A_2:1.1683184001207825,A_1:1.1683184001207825):1.2967306424870775):0.0;","((B_1,C_1),(A_1,A_2));",0,0,1161166.0,"{'((B_1,C_1),(A_1,A_2));': 1.0}"
209,"((C_1:1.2695153339751402,B_1:1.2695153339751402):1.2476519923492622,A_1:2.5171673263244023):0.0;","((C_1,B_1),A_1);",0,0,117113.0,"{'((C_1,B_1),A_1);': 1.0}"
210,"((C_1:2.0362985333083876,B_1:2.0362985333083876):0.007685098858430733,A_1:2.0439836321668183):0.0;","((C_1,B_1),A_1);",0,0,1111111.0,"{'((C_1,B_1),A_1);': 1.0}"
211,"((C_1:2.038582034886286,A_1:2.038582034886286):0.19654283370238534,(B_2:0.8180647593256314,B_1:0.8180647593256314):1.4170601092630402):0.0;","((C_1,A_1),(B_1,B_2));",0,0,111111511.0,"{'((C_1,A_1),(B_1,B_2));': 1.0}"
212,"((B_1:1.5198037023111306,C_1:1.5198037023111306):0.5911598153180095,A_1:2.1109635176291404):0.0;","((B_1,C_1),A_1);",0,0,118111.0,"{'((B_1,C_1),A_1);': 1.0}"
213,"((A_2:0.2281067489735713,A_3:0.2281067489735713):3.161346139806925,(A_4:2.3745083167367644,(A_1:2.0466079818143843,(C_1:1.8559258202871445,B_1:1.8559258202871445):0.1906821615272397):0.32790033492238013):1.0149445720437322):0.0;","((A_2,A_3),(A_4,(A_1,(C_1,B_1))));",0,0,112111110111212.0,"{'((A_1,A_2),(A_3,(A_4,(C_1,B_1))));': 0.0, '((A_1,A_2),(A_4,(A_3,(C_1,B_1))));': 0.0, '((A_1,A_3),(A_2,(A_4,(C_1,B_1))));': 0.0, '((A_1,A_3),(A_4,(A_2,(C_1,B_1))));': 0.0, '((A_1,A_4),(A_2,(A_3,(C_1,B_1))));': 0.0, '((A_1,A_4),(A_3,(A_2,(C_1,B_1))));': 0.0, '((A_2,A_3),(A_1,(A_4,(C_1,B_1))));': 0.0, '((A_2,A_3),(A_4,(A_1,(C_1,B_1))));': 1.0, '((A_2,A_4),(A_1,(A_3,(C_1,B_1))));': 0.0, '((A_2,A_4),(A_3,(A_1,(C_1,B_1))));': 0.0, '((A_3,A_4),(A_1,(A_2,(C_1,B_1))));': 0.0, '((A_3,A_4),(A_2,(A_1,(C_1,B_1))));': 0.0}"
214,"(B_2:2.7376514866890056,((C_1:2.1375502771681205,A_1:2.1375502771681205):0.09874856873112405,B_1:2.2362988458992445):0.501352640789761):0.0;","(B_2,((C_1,A_1),B_1));",0,0,1111111214.0,"{'(B_1,((C_1,A_1),B_2));': 0.0, '(B_2,((C_1,A_1),B_1));': 1.0}"
215,"((A_2:2.622908098560126,(C_1:1.8736798487443074,B_1:1.8736798487443074):0.7492282498158187):0.4688811289964476,(A_3:0.5593652976642923,A_1:0.5593652976642923):2.5324239298922815):0.0;","((A_2,(C_1,B_1)),(A_1,A_3));",0,0,111101411314.0,"{'((A_1,(C_1,B_1)),(A_2,A_3));': 0.0, '((A_2,(C_1,B_1)),(A_1,A_3));': 1.0, '((A_3,(C_1,B_1)),(A_1,A_2));': 0.0}"
216,"((C_2:1.270492758326125,B_2:1.270492758326125):1.441244246517311,(B_1:2.6591825044926973,(A_1:2.0840002966991684,C_1:2.0840002966991684):0.5751822077935289):0.05255450035073883):0.0;","((C_2,B_2),(B_1,(A_1,C_1)));",0,0,117111111414.0,"{'((C_1,B_1),(B_2,(A_1,C_2)));': 0.0, '((C_1,B_2),(B_1,(A_1,C_2)));': 0.0, '((C_2,B_1),(B_2,(A_1,C_1)));': 0.0, '((C_2,B_2),(B_1,(A_1,C_1)));': 1.0}"
217,"(A_1:2.2403184021174143,(B_1:1.9759355923492825,C_1:1.9759355923492825):0.26438280976813167):0.0;","(A_1,(B_1,C_1));",0,0,1111012.0,"{'(A_1,(B_1,C_1));': 1.0}"
218,"((B_2:2.5569712537036513,C_1:2.5569712537036513):0.7765995435701227,(B_3:2.819887452256034,(A_1:2.371915815181795,(B_4:0.29364693500678296,B_1:0.29364693500678296):2.078268880175012):0.44797163707423904):0.5136833450177398):0.0;","((B_2,C_1),(B_3,(A_1,(B_1,B_4))));",0,0,111311112121515.0,"{'((B_1,C_1),(B_2,(A_1,(B_3,B_4))));': 0.0, '((B_1,C_1),(B_3,(A_1,(B_2,B_4))));': 0.0, '((B_1,C_1),(B_4,(A_1,(B_2,B_3))));': 0.0, '((B_2,C_1),(B_1,(A_1,(B_3,B_4))));': 0.0, '((B_2,C_1),(B_3,(A_1,(B_1,B_4))));': 1.0, '((B_2,C_1),(B_4,(A_1,(B_1,B_3))));': 0.0, '((B_3,C_1),(B_1,(A_1,(B_2,B_4))));': 0.0, '((B_3,C_1),(B_2,(A_1,(B_1,B_4))));': 0.0, '((B_3,C_1),(B_4,(A_1,(B_1,B_2))));': 0.0, '((B_4,C_1),(B_1,(A_1,(B_2,B_3))));': 0.0, '((B_4,C_1),(B_2,(A_1,(B_1,B_3))));': 0.0, '((B_4,C_1),(B_3,(A_1,(B_1,B_2))));': 0.0}"
219,"(A_1:2.335298549085854,(B_1:1.236106103980808,(C_3:0.48386821469852204,(C_2:0.4252765252456865,C_1:0.4252765252456865):0.05859168945283555):0.7522378892822859):1.099192445105046):0.0;","(A_1,(B_1,(C_3,(C_1,C_2))));",0,0,1111133712.0,"{'(A_1,(B_1,(C_1,(C_2,C_3))));': 0.0, '(A_1,(B_1,(C_2,(C_1,C_3))));': 0.0, '(A_1,(B_1,(C_3,(C_1,C_2))));': 1.0}"
220,"(((B_2:1.2612799688667837,C_2:1.2612799688667837):1.2268801486078567,A_2:2.4881601174746404):0.2984571127536297,((B_1:2.0814673681262916,(C_3:1.1117748252967916,C_1:1.1117748252967916):0.9696925428295):0.5015700355894825,A_1:2.583037403715774):0.20357982651249573):0.0;","(((B_2,C_2),A_2),((B_1,(C_1,C_3)),A_1));",0,0,1.1711311161111312e+16,"{'(((B_1,C_1),A_1),((B_2,(C_2,C_3)),A_2));': 0.0, '(((B_1,C_1),A_2),((B_2,(C_2,C_3)),A_1));': 0.0, '(((B_1,C_2),A_1),((B_2,(C_1,C_3)),A_2));': 0.0, '(((B_1,C_2),A_2),((B_2,(C_1,C_3)),A_1));': 0.0, '(((B_1,C_3),A_1),((B_2,(C_1,C_2)),A_2));': 0.0, '(((B_1,C_3),A_2),((B_2,(C_1,C_2)),A_1));': 0.0, '(((B_2,C_1),A_1),((B_1,(C_2,C_3)),A_2));': 0.0, '(((B_2,C_1),A_2),((B_1,(C_2,C_3)),A_1));': 0.0, '(((B_2,C_2),A_1),((B_1,(C_1,C_3)),A_2));': 0.0, '(((B_2,C_2),A_2),((B_1,(C_1,C_3)),A_1));': 1.0, '(((B_2,C_3),A_1),((B_1,(C_1,C_2)),A_2));': 0.0, '(((B_2,C_3),A_2),((B_1,(C_1,C_2)),A_1));': 0.0}"
221,"(C_2:3.4687670751434627,(A_1:2.5294031943681294,(C_1:1.3361101142881737,B_1:1.3361101142881737):1.1932930800799555):0.9393638807753333):0.0;","(C_2,(A_1,(C_1,B_1)));",0,0,111171318.0,"{'(C_1,(A_1,(C_2,B_1)));': 0.0, '(C_2,(A_1,(C_1,B_1)));': 1.0}"
222,"((A_1:2.8147043828607217,C_1:2.8147043828607217):0.8081311458856331,B_1:3.6228355287463545):0.0;","((A_1,C_1),B_1);",0,0,1115119.0,"{'((A_1,C_1),B_1);': 1.0}"
223,"((C_1:2.1074894407564506,(B_1:1.8535955864202593,(C_3:1.6129973229188044,(C_4:0.41731106533125084,(C_5:0.23502983308969502,C_2:0.23502983308969502):0.18228123224155582):1.1956862575875535):0.24059826350145497):0.25389385433619127):0.6339337746500067,A_1:2.7414232154064573):0.0;","((C_1,(B_1,(C_3,(C_4,(C_2,C_5))))),A_1);",0,0,1111112391011114.0,"{'((C_1,(B_1,(C_2,(C_3,(C_4,C_5))))),A_1);': 0.0, '((C_1,(B_1,(C_2,(C_4,(C_3,C_5))))),A_1);': 0.0, '((C_1,(B_1,(C_2,(C_5,(C_3,C_4))))),A_1);': 0.0, '((C_1,(B_1,(C_3,(C_2,(C_4,C_5))))),A_1);': 0.0, '((C_1,(B_1,(C_3,(C_4,(C_2,C_5))))),A_1);': 1.0, '((C_1,(B_1,(C_3,(C_5,(C_2,C_4))))),A_1);': 0.0, '((C_1,(B_1,(C_4,(C_2,(C_3,C_5))))),A_1);': 0.0, '((C_1,(B_1,(C_4,(C_3,(C_2,C_5))))),A_1);': 0.0, '((C_1,(B_1,(C_4,(C_5,(C_2,C_3))))),A_1);': 0.0, '((C_1,(B_1,(C_5,(C_2,(C_3,C_4))))),A_1);': 0.0, '((C_1,(B_1,(C_5,(C_3,(C_2,C_4))))),A_1);': 0.0, '((C_1,(B_1,(C_5,(C_4,(C_2,C_3))))),A_1);': 0.0, '((C_2,(B_1,(C_1,(C_3,(C_4,C_5))))),A_1);': 0.0, '((C_2,(B_1,(C_1,(C_4,(C_3,C_5))))),A_1);': 0.0, '((C_2,(B_1,(C_1,(C_5,(C_3,C_4))))),A_1);': 0.0, '((C_2,(B_1,(C_3,(C_1,(C_4,C_5))))),A_1);': 0.0, '((C_2,(B_1,(C_3,(C_4,(C_1,C_5))))),A_1);': 0.0, '((C_2,(B_1,(C_3,(C_5,(C_1,C_4))))),A_1);': 0.0, '((C_2,(B_1,(C_4,(C_1,(C_3,C_5))))),A_1);': 0.0, '((C_2,(B_1,(C_4,(C_3,(C_1,C_5))))),A_1);': 0.0, '((C_2,(B_1,(C_4,(C_5,(C_1,C_3))))),A_1);': 0.0, '((C_2,(B_1,(C_5,(C_1,(C_3,C_4))))),A_1);': 0.0, '((C_2,(B_1,(C_5,(C_3,(C_1,C_4))))),A_1);': 0.0, '((C_2,(B_1,(C_5,(C_4,(C_1,C_3))))),A_1);': 0.0, '((C_3,(B_1,(C_1,(C_2,(C_4,C_5))))),A_1);': 0.0, '((C_3,(B_1,(C_1,(C_4,(C_2,C_5))))),A_1);': 0.0, '((C_3,(B_1,(C_1,(C_5,(C_2,C_4))))),A_1);': 0.0, '((C_3,(B_1,(C_2,(C_1,(C_4,C_5))))),A_1);': 0.0, '((C_3,(B_1,(C_2,(C_4,(C_1,C_5))))),A_1);': 0.0, '((C_3,(B_1,(C_2,(C_5,(C_1,C_4))))),A_1);': 0.0, '((C_3,(B_1,(C_4,(C_1,(C_2,C_5))))),A_1);': 0.0, '((C_3,(B_1,(C_4,(C_2,(C_1,C_5))))),A_1);': 0.0, '((C_3,(B_1,(C_4,(C_5,(C_1,C_2))))),A_1);': 0.0, '((C_3,(B_1,(C_5,(C_1,(C_2,C_4))))),A_1);': 0.0, '((C_3,(B_1,(C_5,(C_2,(C_1,C_4))))),A_1);': 0.0, '((C_3,(B_1,(C_5,(C_4,(C_1,C_2))))),A_1);': 0.0, '((C_4,(B_1,(C_1,(C_2,(C_3,C_5))))),A_1);': 0.0, '((C_4,(B_1,(C_1,(C_3,(C_2,C_5))))),A_1);': 0.0, '((C_4,(B_1,(C_1,(C_5,(C_2,C_3))))),A_1);': 0.0, '((C_4,(B_1,(C_2,(C_1,(C_3,C_5))))),A_1);': 0.0, '((C_4,(B_1,(C_2,(C_3,(C_1,C_5))))),A_1);': 0.0, '((C_4,(B_1,(C_2,(C_5,(C_1,C_3))))),A_1);': 0.0, '((C_4,(B_1,(C_3,(C_1,(C_2,C_5))))),A_1);': 0.0, '((C_4,(B_1,(C_3,(C_2,(C_1,C_5))))),A_1);': 0.0, '((C_4,(B_1,(C_3,(C_5,(C_1,C_2))))),A_1);': 0.0, '((C_4,(B_1,(C_5,(C_1,(C_2,C_3))))),A_1);': 0.0, '((C_4,(B_1,(C_5,(C_2,(C_1,C_3))))),A_1);': 0.0, '((C_4,(B_1,(C_5,(C_3,(C_1,C_2))))),A_1);': 0.0, '((C_5,(B_1,(C_1,(C_2,(C_3,C_4))))),A_1);': 0.0, '((C_5,(B_1,(C_1,(C_3,(C_2,C_4))))),A_1);': 0.0, '((C_5,(B_1,(C_1,(C_4,(C_2,C_3))))),A_1);': 0.0, '((C_5,(B_1,(C_2,(C_1,(C_3,C_4))))),A_1);': 0.0, '((C_5,(B_1,(C_2,(C_3,(C_1,C_4))))),A_1);': 0.0, '((C_5,(B_1,(C_2,(C_4,(C_1,C_3))))),A_1);': 0.0, '((C_5,(B_1,(C_3,(C_1,(C_2,C_4))))),A_1);': 0.0, '((C_5,(B_1,(C_3,(C_2,(C_1,C_4))))),A_1);': 0.0, '((C_5,(B_1,(C_3,(C_4,(C_1,C_2))))),A_1);': 0.0, '((C_5,(B_1,(C_4,(C_1,(C_2,C_3))))),A_1);': 0.0, '((C_5,(B_1,(C_4,(C_2,(C_1,C_3))))),A_1);': 0.0, '((C_5,(B_1,(C_4,(C_3,(C_1,C_2))))),A_1);': 0.0}"
224,"((A_1:2.069651769458703,C_1:2.069651769458703):0.3166601485160515,B_1:2.3863119179747545):0.0;","((A_1,C_1),B_1);",0,0,1111112.0,"{'((A_1,C_1),B_1);': 0.6, '((A_1,C_4),B_1);': 0.2, '((A_4,C_4),B_4);': 0.2}"
225,"((C_1:1.7314998788034806,B_1:1.7314998788034806):1.673569411538337,(((C_2:1.0737228683147892,B_2:1.0737228683147892):0.20548062266072334,(B_3:1.2234676399638862,C_3:1.2234676399638862):0.05573585101162637):0.9583194422823793,A_1:2.2375229332578916):1.1675463570839257):0.0;","((C_1,B_1),(((C_2,B_2),(B_3,C_3)),A_1));",0,0,119116117711212.0,"{'((C_1,B_1),(((C_2,B_2),(B_3,C_3)),A_1));': 1.0, '((C_1,B_1),(((C_2,B_3),(B_2,C_3)),A_1));': 0.0, '((C_1,B_2),(((C_2,B_1),(B_3,C_3)),A_1));': 0.0, '((C_1,B_2),(((C_2,B_3),(B_1,C_3)),A_1));': 0.0, '((C_1,B_3),(((C_2,B_1),(B_2,C_3)),A_1));': 0.0, '((C_1,B_3),(((C_2,B_2),(B_1,C_3)),A_1));': 0.0, '((C_2,B_1),(((C_1,B_2),(B_3,C_3)),A_1));': 0.0, '((C_2,B_1),(((C_1,B_3),(B_2,C_3)),A_1));': 0.0, '((C_2,B_2),(((C_1,B_1),(B_3,C_3)),A_1));': 0.0, '((C_2,B_2),(((C_1,B_3),(B_1,C_3)),A_1));': 0.0, '((C_2,B_3),(((C_1,B_1),(B_2,C_3)),A_1));': 0.0, '((C_2,B_3),(((C_1,B_2),(B_1,C_3)),A_1));': 0.0, '((C_3,B_1),(((C_1,B_2),(B_3,C_2)),A_1));': 0.0, '((C_3,B_1),(((C_1,B_3),(B_2,C_2)),A_1));': 0.0, '((C_3,B_2),(((C_1,B_1),(B_3,C_2)),A_1));': 0.0, '((C_3,B_2),(((C_1,B_3),(B_1,C_2)),A_1));': 0.0, '((C_3,B_3),(((C_1,B_1),(B_2,C_2)),A_1));': 0.0, '((C_3,B_3),(((C_1,B_2),(B_1,C_2)),A_1));': 0.0}"
226,"((C_1:2.436113025884161,(A_1:0.934721169646404,(A_3:0.9337451996629536,A_2:0.9337451996629536):0.0009759699834503976):1.5013918562377568):0.5817518361839031,B_1:3.017864862068064):0.0;","((C_1,(A_1,(A_2,A_3))),B_1);",0,0,11115513116.0,"{'((C_1,(A_1,(A_2,A_3))),B_1);': 1.0, '((C_1,(A_2,(A_1,A_3))),B_1);': 0.0, '((C_1,(A_3,(A_1,A_2))),B_1);': 0.0}"
227,"((C_1:1.5828132562327364,B_1:1.5828132562327364):1.3912483028121871,A_1:2.9740615590449235):0.0;","((C_1,B_1),A_1);",0,0,118115.0,"{'((C_1,B_1),A_1);': 1.0}"
228,"((B_1:2.2528284278847943,A_1:2.2528284278847943):0.27909281791770313,C_1:2.5319212458024976):0.0;","((B_1,A_1),C_1);",0,0,1112113.0,"{'((B_1,A_1),C_1);': 1.0}"
229,"(A_1:2.405424141558671,(B_1:1.0334008938286745,C_1:1.0334008938286745):1.3720232477299963):0.0;","(A_1,(B_1,C_1));",0,0,111613.0,"{'(A_1,(B_1,C_1));': 1.0}"
230,"((B_1:1.5738420057990163,C_1:1.5738420057990163):1.4983677360662966,A_1:3.072209741865313):0.0;","((B_1,C_1),A_1);",0,0,118116.0,"{'((B_1,C_1),A_1);': 1.0}"
231,"((B_1:1.0506876363560365,C_1:1.0506876363560365):1.064374940261098,(A_2:1.2486214195232246,(A_3:0.8239804443657472,A_1:0.8239804443657472):0.42464097515747734):0.8664411570939099):0.0;","((B_1,C_1),(A_2,(A_1,A_3)));",0,0,116111577.0,"{'((B_1,C_1),(A_1,(A_2,A_3)));': 0.0, '((B_1,C_1),(A_2,(A_1,A_3)));': 1.0, '((B_1,C_1),(A_3,(A_1,A_2)));': 0.0}"
232,"((B_1:2.2222060779714337,C_1:2.2222060779714337):0.1870193951583752,A_1:2.409225473129809):0.0;","((B_1,C_1),A_1);",0,0,1112113.0,"{'((B_1,C_1),A_1);': 1.0}"
233,"(A_1:2.287715900557017,(B_2:1.7488363562227927,(C_1:1.3535028126595599,B_1:1.3535028126595599):0.3953335435632328):0.5388795443342242):0.0;","(A_1,(B_2,(C_1,B_1)));",0,0,11117912.0,"{'(A_1,(B_1,(C_1,B_2)));': 0.0, '(A_1,(B_2,(C_1,B_1)));': 1.0}"
234,"((C_1:1.1429857762503188,(B_2:0.3698586807460924,B_1:0.3698586807460924):0.7731270955042264):0.9804498908959093,A_1:2.1234356671462282):0.0;","((C_1,(B_1,B_2)),A_1);",0,0,11126111.0,"{'((C_1,(B_1,B_2)),A_1);': 1.0}"
235,"(A_1:2.934877416337881,(B_1:1.432881891982341,C_1:1.432881891982341):1.5019955243555398):0.0;","(A_1,(B_1,C_1));",0,0,111815.0,"{'(A_1,(B_1,C_1));': 1.0}"
236,"(A_1:2.3046332507313623,(B_1:1.3579175340807255,C_1:1.3579175340807255):0.9467157166506368):0.0;","(A_1,(B_1,C_1));",0,0,111712.0,"{'(A_1,(B_1,C_1));': 1.0}"
237,"(A_1:2.1186848711754145,(C_1:1.9162914391070154,(B_2:0.5115124732018596,(B_3:0.3408073288670475,(B_4:0.26618244123331003,B_1:0.26618244123331003):0.07462488763373748):0.17070514433481204):1.4047789659051557):0.20239343206839913):0.0;","(A_1,(C_1,(B_2,(B_3,(B_1,B_4)))));",0,0,1111112231011.0,"{'(A_1,(C_1,(B_1,(B_2,(B_3,B_4)))));': 0.0, '(A_1,(C_1,(B_1,(B_3,(B_2,B_4)))));': 0.0, '(A_1,(C_1,(B_1,(B_4,(B_2,B_3)))));': 0.0, '(A_1,(C_1,(B_2,(B_1,(B_3,B_4)))));': 0.0, '(A_1,(C_1,(B_2,(B_3,(B_1,B_4)))));': 1.0, '(A_1,(C_1,(B_2,(B_4,(B_1,B_3)))));': 0.0, '(A_1,(C_1,(B_3,(B_1,(B_2,B_4)))));': 0.0, '(A_1,(C_1,(B_3,(B_2,(B_1,B_4)))));': 0.0, '(A_1,(C_1,(B_3,(B_4,(B_1,B_2)))));': 0.0, '(A_1,(C_1,(B_4,(B_1,(B_2,B_3)))));': 0.0, '(A_1,(C_1,(B_4,(B_2,(B_1,B_3)))));': 0.0, '(A_1,(C_1,(B_4,(B_3,(B_1,B_2)))));': 0.0}"
238,"(C_1:2.3791826009140444,(A_1:2.140664991438012,B_1:2.140664991438012):0.23851760947603265):0.0;","(C_1,(A_1,B_1));",0,0,1111112.0,"{'(C_1,(A_1,B_1));': 1.0}"
